MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,prediction
7.78956,28.0,6.8975069252077565,0.9556786703601108,948.0,4.464265927977839,37.36,-122.03,4.236411101985181
1.94208,52.0,2.17039586919105,1.0602409638554218,2309.0,6.756110154905335,34.06,-118.28,1.973543707670584
3.7962,34.0,5.767650834403081,1.0757381258023107,2335.0,5.095635430038511,34.52,-117.3,0.7742828525546455
6.69144,17.0,10.359649122807017,2.3771929824561404,248.0,3.6982456140350877,34.17,-117.13,2.6148156152363855
6.97812,6.0,6.402616279069767,1.0421511627906976,2071.0,5.117296511627907,37.58,-122.0,3.561720767072349
4.242,31.0,5.254237288135593,1.11864406779661,719.0,5.179237288135593,37.54,-122.02,2.058290793420066
6.71028,17.0,5.994227994227995,1.0663780663780664,2149.0,5.271717171717172,37.08,-122.0,3.2181626091516518
15.275519999999998,27.0,7.992603550295858,1.0650887573964498,3511.0,4.414718934911242,34.11,-118.43,4.770697599411686
7.76136,21.0,7.325490196078431,1.0509803921568628,522.0,3.4799999999999995,34.71,-120.45,3.2055933549172093
3.6176399999999997,17.0,4.3626168224299064,1.0037383177570094,1662.0,5.281121495327103,33.87,-117.99,1.5700350215511458
4.237559999999999,15.0,5.306425041186161,1.085667215815486,1390.0,3.8929159802306423,34.27,-118.67,1.8293083027884842
3.3287999999999998,22.0,5.114023591087811,1.1074705111402359,1870.0,4.166448230668414,38.61,-121.32,1.0706401111455506
7.435199999999999,25.0,6.741935483870968,1.0120967741935485,1483.0,5.082862903225806,34.25,-119.03,3.3175709613142668
5.79648,25.0,6.46455223880597,1.0559701492537314,1722.0,5.461567164179104,34.12,-117.84,2.419535675761392
2.775,44.0,4.399491094147582,1.0534351145038168,1240.0,5.363867684478372,37.78,-122.21,1.398890496244641
2.21256,45.0,4.9963503649635035,1.281021897810219,1046.0,6.48978102189781,34.12,-117.29,0.7434222279739985
4.56,31.0,4.791744840525328,0.9662288930581614,1507.0,4.80656660412758,38.25,-122.64,2.4001904630372195
1.51872,17.0,6.466666666666667,1.6,29.0,3.2866666666666666,33.92,-114.67,0.2102089566362321
5.015159999999999,35.0,5.497164461247637,1.1247637051039698,1068.0,3.4321361058601134,32.82,-117.27,2.604814104568182
2.5714799999999998,52.0,5.502923976608187,1.0760233918128654,414.0,4.11578947368421,37.98,-121.28,0.7809415650248248
10.14552,46.0,8.537931034482758,1.013793103448276,377.0,4.42,34.13,-118.08,4.764426996365317
2.82996,21.0,5.206896551724138,1.2727272727272727,789.0,4.204702194357367,38.77,-120.58,1.023883283428811
8.18376,30.0,5.825174825174825,1.1468531468531469,358.0,4.255944055944055,37.85,-122.62,4.808267164697595
3.06672,24.0,4.864904552129222,1.1292217327459617,1631.0,4.071512481644641,38.66,-121.35,0.9622635792341799
2.66928,36.0,3.2302631578947367,1.1239035087719298,2542.0,4.7383771929824565,34.13,-118.25,1.8221256003186783
5.7,37.0,5.235632183908046,0.9454022988505747,845.0,4.12787356321839,37.33,-121.94,2.5361235094927137
2.1829199999999997,36.0,4.227665706051873,1.063400576368876,1247.0,6.109221902017291,33.93,-118.27,1.0083029744328644
2.7516000000000003,49.0,5.365296803652968,0.9908675799086758,859.0,6.668036529680365,37.79,-122.23,1.629761262003639
5.63964,17.0,5.7786391042205,1.0318690783807063,3954.0,5.789664082687339,34.12,-117.61,1.8524112442551033
2.4645599999999996,34.0,4.233986928104575,1.05359477124183,2331.0,5.18,34.04,-118.36,1.8206500262999088
4.08336,32.0,3.075892857142857,1.0982142857142858,1202.0,4.561160714285714,33.84,-117.95,1.5372389105364357
3.06624,34.0,5.075851393188855,1.105263157894737,1397.0,3.6763157894736844,35.37,-120.84,1.4647066856706814
3.2641199999999997,17.0,5.626118067978533,1.110912343470483,1432.0,4.354919499105545,38.75,-120.63,1.2343564653141348
1.95204,23.0,4.263586956521739,1.125,1031.0,4.762771739130435,38.42,-122.71,2.0030053593411936
3.68568,31.0,4.231378763866878,1.0491283676703644,1535.0,4.135499207606973,34.04,-118.44,2.2557533818263065
3.5476799999999997,34.0,4.052048726467331,0.9933554817275747,2479.0,4.666998892580288,37.67,-122.1,1.6437700824454626
3.1485600000000002,25.0,3.7659783677482794,1.0865290068829891,2328.0,3.891445427728613,34.18,-118.43,1.7673884727505247
3.5911199999999996,9.0,5.599353796445881,1.0872374798061388,2356.0,6.47043618739903,35.65,-120.64,1.672877412015239
3.6906,32.0,4.623067776456599,0.9833531510107015,3868.0,7.818787158145065,32.77,-117.06,1.4617769472157316
2.47092,15.0,4.840046029919447,1.0609896432681243,1863.0,3.6445339470655926,41.74,-122.61,0.8724076155567302
3.0204,30.0,4.4987593052109185,1.034739454094293,1577.0,3.326178660049628,38.63,-121.4,0.9052170582941148
4.73568,20.0,7.644329896907217,1.2835051546391754,660.0,5.783505154639175,34.05,-117.49,2.1111291107646735
4.10244,17.0,10.053140096618357,2.3357487922705316,889.0,3.65048309178744,39.01,-122.75,1.351482711268176
6.25536,49.0,5.781021897810219,0.9927007299270073,331.0,4.107299270072993,36.97,-122.04,2.962336686758064
2.87328,48.0,3.729096989966555,0.9916387959866221,2419.0,6.87675585284281,34.02,-118.2,1.4674059944535942
6.372839999999999,35.0,6.252199413489736,1.0791788856304985,1128.0,5.623460410557185,34.28,-118.48,3.0341892778492516
1.64544,37.0,6.698863636363637,1.6022727272727273,354.0,3.4193181818181815,38.48,-123.01,1.3216608180275928
2.7577199999999995,35.0,4.654589371980676,0.9323671497584541,1371.0,5.629710144927536,35.78,-119.25,0.5733639429679215
2.57652,26.0,4.52924791086351,1.0445682451253482,1580.0,7.481894150417827,34.38,-119.86,1.7702767993691866
4.827240000000001,26.0,5.889655172413793,1.0310344827586206,911.0,5.340344827586207,38.72,-121.47,1.5010617101103694
9.1416,5.0,7.0471464019851116,1.0,1363.0,5.749627791563275,33.54,-117.68,4.314697466575058
3.8769599999999995,34.0,4.595907928388747,1.1713554987212276,775.0,3.369565217391304,33.05,-117.3,2.0633007046247855
7.12536,15.0,7.572769953051643,0.9530516431924883,673.0,5.371361502347418,37.35,-120.43,2.254012939310509
4.0038,20.0,5.782527881040892,1.046468401486989,1453.0,4.591263940520446,34.02,-117.08,1.0970157773873863
2.8962,36.0,5.364795918367347,0.9948979591836735,1279.0,5.546683673469388,32.7,-117.08,1.0629622374616117
2.74416,17.0,5.6,1.0735042735042735,3546.0,10.304615384615383,41.81,-124.15,1.3876884990169307
3.86916,20.0,4.936758893280633,1.0790513833992095,1185.0,3.9812252964426875,38.65,-121.35,1.1106963994468657
2.7203999999999997,17.0,5.5271149674620395,1.1648590021691974,1118.0,4.122776572668113,40.89,-121.67,0.795338578597971
2.34588,24.0,3.7520858164481528,1.0822407628128725,2850.0,5.774731823599523,34.2,-118.42,1.7039077801731004
5.1,43.0,6.0814814814814815,1.1037037037037036,370.0,4.65925925925926,37.37,-121.83,2.129964708900993
7.127879999999999,10.0,6.0364238410596025,1.0485651214128036,3083.0,5.784878587196467,37.3,-121.79,3.210834749358153
4.2,37.0,4.635036496350365,0.9927007299270073,1092.0,6.775182481751824,33.98,-118.09,1.6267806787678616
3.7671599999999996,14.0,6.31079478054567,1.1553973902728352,1947.0,3.9263345195729533,33.97,-116.95,1.1813041535831923
3.8875199999999994,33.0,5.46,1.076,825.0,5.609999999999999,32.85,-115.57,0.8460516256191892
5.475,46.0,4.845138055222089,1.027611044417767,1872.0,3.8204081632653057,37.97,-122.59,2.7785639308098062
5.325,24.0,5.791304347826087,1.0956521739130434,625.0,4.619565217391305,33.89,-117.96,2.0640486989671727
1.70328,10.0,4.108860759493671,1.0354430379746835,988.0,4.252151898734177,36.33,-119.66,0.5022609957544861
3.6651599999999998,23.0,4.584245076586433,1.1728665207877462,1858.0,6.911597374179431,36.33,-121.23,1.528322940411165
3.0385199999999997,37.0,4.344827586206897,1.030852994555354,2499.0,7.71016333938294,33.89,-118.2,1.403265283107684
6.7401599999999995,13.0,6.727524204702628,1.008298755186722,2780.0,6.536652835408022,34.02,-117.63,2.55593006473469
3.3042,24.0,3.2184412733260155,1.048298572996707,5516.0,10.29330406147091,33.74,-117.9,1.518416452676906
3.20712,33.0,5.032154340836013,1.2540192926045015,759.0,4.148874598070739,38.51,-123.0,1.513653370707214
2.43216,17.0,6.190082644628099,1.3677685950413223,574.0,4.032231404958678,40.67,-122.95,0.9326822153118104
2.58288,36.0,3.653120464441219,1.2220609579100146,2446.0,6.035123367198839,34.09,-118.31,1.9635113021700146
8.69076,52.0,7.875,1.5,47.0,9.987499999999999,33.89,-118.17,3.2358210617752157
5.28,18.0,5.606132075471698,0.9764150943396226,1359.0,5.448820754716981,36.28,-119.16,1.2234564991071724
5.31348,32.0,4.671945701357466,0.9909502262443439,1075.0,4.134615384615384,33.93,-118.14,1.8376528208877692
5.432639999999999,18.0,6.1943231441048034,1.1397379912663756,1454.0,5.396943231441048,36.81,-121.69,2.772271804640057
2.85444,21.0,4.565340909090909,1.0113636363636365,834.0,4.027840909090909,38.29,-122.32,1.3215795685121314
3.2799599999999995,38.0,3.9209621993127146,1.1443298969072164,1028.0,6.005498281786942,37.36,-121.9,1.9166025014851873
1.7793599999999998,21.0,3.697132616487455,1.0913978494623655,1686.0,5.136559139784946,32.75,-117.1,0.9154272875672405
8.9028,41.0,6.725165562913907,0.9735099337748344,859.0,4.8354304635761585,34.2,-118.19,4.644488192636274
3.34284,36.0,4.894230769230769,1.3685897435897436,710.0,3.868589743589743,32.78,-117.25,2.1801789882713583
2.30172,17.0,4.674329501915709,1.053639846743295,800.0,5.2107279693486594,40.58,-122.36,1.4344371665155113
2.6138399999999997,29.0,5.3261455525606465,1.196765498652291,1254.0,5.746091644204852,33.88,-118.21,1.400995706341327
2.97432,14.0,4.371014492753623,1.0057971014492753,1679.0,8.273333333333332,36.49,-120.22,0.9436685298012124
2.0142,12.0,4.485285101164929,1.011036174126303,7517.0,3.917504598405886,39.74,-121.88,1.2053976093919416
7.9894799999999995,9.0,5.659528907922912,0.9400428265524625,1105.0,4.022483940042827,37.97,-122.08,3.392825427430746
7.222799999999999,22.0,6.41696113074205,0.950530035335689,1968.0,5.9109540636042395,34.0,-117.98,3.43195017061961
3.1278,19.0,5.648175182481752,1.294890510948905,2086.0,5.1769343065693425,38.74,-121.27,1.159875755122867
2.3282399999999996,46.0,4.9900249376558605,1.0673316708229426,1384.0,5.867331670822942,37.95,-121.25,0.6671284532779006
2.34132,11.0,4.816326530612245,1.1484230055658626,1765.0,5.566790352504638,36.85,-119.79,0.5289778472433535
1.3499999999999999,20.0,5.469387755102041,1.5918367346938775,77.0,2.6714285714285713,37.94,-121.23,0.8981542373530613
4.005,32.0,4.053864168618267,0.9672131147540983,1569.0,6.246604215456674,32.79,-117.16,1.4375281044527195
3.6365999999999996,19.0,4.215932914046122,1.0220125786163523,2334.0,4.159119496855346,33.73,-117.81,1.6321517263001253
2.55408,27.0,4.420673076923077,1.0625,2010.0,8.213942307692307,37.96,-121.34,0.8407676610578458
3.966,35.0,3.630952380952381,0.9563492063492064,1153.0,7.778174603174603,33.92,-118.19,1.462176952719047
5.28756,9.0,4.564426877470356,1.0434782608695652,3086.0,4.147193675889328,33.63,-117.67,1.63961675033194
4.43436,14.0,4.877419354838709,0.9096774193548387,424.0,4.650322580645161,38.66,-121.36,1.0762430816532333
8.3748,17.0,6.7057057057057055,0.960960960960961,2166.0,5.5288288288288285,33.67,-117.97,3.5855726207234504
4.5,26.0,4.5,1.0,8.0,3.4,37.39,-122.06,2.8370631050951625
3.53004,39.0,4.0817843866171,1.0817843866171004,1165.0,3.6812267657992566,34.1,-118.29,1.7724654336543462
3.05004,30.0,5.086021505376344,1.1720430107526882,242.0,4.423655913978495,38.01,-120.37,0.9447814583477744
2.72676,36.0,5.071161048689139,0.9662921348314607,771.0,4.908988764044944,38.67,-121.37,0.8053515155121791
5.26932,21.0,5.976027397260274,0.910958904109589,837.0,4.872945205479452,36.35,-119.65,1.3115125201956384
2.3307599999999997,22.0,2.6218487394957983,0.8991596638655462,583.0,8.32857142857143,33.9,-118.22,1.238918514967309
4.23456,42.0,5.31960049937578,1.048689138576779,2013.0,4.272284644194757,36.66,-121.65,2.093723282865226
3.40536,25.0,4.099778270509978,1.1485587583148558,1498.0,5.646563192904656,33.96,-118.36,1.7908515191846617
7.11996,17.0,6.917748917748917,0.961038961038961,1581.0,5.817532467532468,33.95,-117.55,2.5929859625094775
1.1035199999999998,52.0,1.550408719346049,1.103542234332425,509.0,2.357765667574932,38.58,-121.49,1.4023889072765396
1.8106799999999998,47.0,3.9046153846153846,0.9938461538461538,1628.0,8.515692307692309,34.01,-118.26,1.370904143796821
1.65,25.0,3.857142857142857,0.9518272425249169,2185.0,6.1702657807308965,32.67,-115.49,0.7718611768624127
6.84588,9.0,6.6995708154506435,1.0858369098712446,731.0,5.333476394849786,34.66,-118.17,2.5450754120610366
7.708559999999999,24.0,7.176570458404075,1.0882852292020373,1605.0,4.632427843803056,33.66,-117.82,3.500566565058332
4.599959999999999,15.0,9.053571428571429,1.75,918.0,4.644642857142857,38.89,-120.03,1.5261692055509142
2.6710800000000003,24.0,3.1024,1.0432,1808.0,4.9177599999999995,37.31,-121.86,1.4694909734313364
1.2515999999999998,36.0,4.320588235294117,1.1764705882352942,1271.0,6.3549999999999995,32.69,-117.13,1.2573387817066728
8.68452,10.0,9.53211009174312,1.5963302752293578,317.0,4.944036697247706,34.22,-117.15,3.543204774073785
3.7910399999999997,33.0,5.495103373231774,1.0489662676822633,2293.0,4.241675734494016,35.15,-119.45,1.2147947717165584
6.255719999999999,5.0,4.898805340829234,1.0182712579058328,3521.0,4.2063949402670415,33.87,-117.83,2.272187735292324
3.04668,47.0,5.346072186836518,1.0636942675159236,1308.0,4.721019108280254,38.54,-121.44,1.0592015737562401
3.2577599999999998,42.0,4.222052067381317,1.0918836140888208,2112.0,5.498315467075038,34.17,-118.14,1.6195213136728293
4.30716,46.0,5.3457330415754925,1.0415754923413567,939.0,3.4929978118161924,38.57,-121.43,1.0370225134499613
2.5061999999999998,35.0,4.812064965197216,1.1067285382830627,1687.0,6.654060324825986,37.62,-121.01,0.8772463748785996
2.2962,16.0,4.833333333333333,1.1136363636363635,380.0,4.893939393939394,37.36,-120.61,0.8214377477724678
5.082839999999999,11.0,4.863945578231292,0.9931972789115646,921.0,5.325510204081633,33.14,-117.08,1.5326793092926478
4.32,24.0,5.351648351648351,0.9945054945054945,1286.0,6.006043956043956,34.07,-117.71,1.3222783789321597
7.76352,10.0,7.217391304347826,0.9710144927536232,1700.0,5.98343685300207,32.97,-117.13,3.066047222753486
8.97804,41.0,6.813901345291479,1.0807174887892377,973.0,3.7087443946188343,34.14,-118.16,4.672353999212374
6.52632,33.0,6.178343949044586,1.0414012738853504,877.0,4.748089171974522,37.28,-121.96,3.2113266514576106
4.08528,48.0,5.093085106382978,0.925531914893617,1060.0,4.792553191489361,33.97,-117.39,1.1372623520634617
3.08844,46.0,5.528795811518324,1.219895287958115,1249.0,5.558376963350785,38.02,-121.88,1.315475280570011
4.55892,21.0,4.907407407407407,1.0061728395061729,414.0,4.344444444444444,38.37,-122.78,2.395367495144785
2.46564,34.0,3.1375212224108657,1.132427843803056,1351.0,3.899320882852292,34.06,-118.31,2.0844920564895015
3.10104,7.0,4.977832512315271,1.0862068965517242,1615.0,6.76231527093596,38.03,-121.29,1.0205752622052544
4.30908,35.0,4.047058823529412,0.9905882352941177,1452.0,5.808,37.69,-122.47,2.724787366791636
5.1345600000000005,23.0,5.767352185089974,0.9691516709511568,2609.0,5.700899742930591,33.9,-117.44,1.5618785785642673
5.49228,35.0,5.711267605633803,1.0633802816901408,845.0,5.058098591549296,33.93,-118.1,2.0694734227150753
4.5203999999999995,35.0,4.9786476868327405,0.9750889679715302,695.0,4.204626334519573,32.77,-117.17,1.4347063675142138
1.6894799999999999,30.0,4.47119341563786,1.1522633744855968,1509.0,5.278395061728395,34.11,-117.25,0.7658849532024318
1.6818,35.0,4.098591549295775,0.9753521126760564,992.0,5.938028169014084,35.35,-119.0,0.41855089212330987
2.9304,30.0,5.102915951972555,1.0874785591766725,1367.0,3.9861063464837048,40.77,-124.19,1.0456107303064783
6.12288,28.0,5.210743801652892,0.9628099173553719,609.0,4.278099173553719,33.46,-117.66,2.3359328148128067
5.534999999999999,41.0,6.022471910112359,1.0074906367041199,676.0,4.3041198501872655,37.53,-122.31,3.1384784652117195
2.3600399999999997,44.0,4.866197183098592,1.091549295774648,613.0,7.338732394366197,34.04,-118.17,1.3608531476737922
6.9771600000000005,45.0,5.17490494296578,0.9581749049429658,581.0,3.7555133079847907,33.96,-118.39,3.6546032452502177
3.1152,23.0,5.247844827586207,1.0398706896551724,2717.0,4.977262931034483,35.32,-119.01,0.8552730387683936
6.2496,46.0,6.09480122324159,1.235474006116208,850.0,4.418960244648318,37.11,-122.11,2.8574248883825306
5.08128,33.0,4.930084745762712,1.0148305084745763,1166.0,4.19957627118644,34.2,-118.51,1.8001551556370903
5.68332,44.0,5.518987341772152,1.1265822784810127,783.0,5.616455696202531,33.88,-118.18,2.275491989738377
3.41544,36.0,5.671348314606742,1.0365168539325842,878.0,4.192696629213483,38.58,-121.39,1.097896844845548
4.49172,19.0,6.240208877284595,1.1240208877284594,3043.0,6.753394255874674,33.93,-117.46,1.4029530481103805
4.80432,13.0,5.84393063583815,1.0404624277456647,1363.0,4.464547206165704,38.63,-121.34,1.4148715517573747
7.30608,33.0,5.819148936170213,1.0070921985815602,659.0,3.972695035460993,37.41,-122.11,4.109965794082504
2.36724,19.0,4.956386292834891,0.9813084112149533,1741.0,4.6101246105919005,40.17,-122.25,1.8176098009191957
5.49768,24.0,5.796812749003984,1.0677290836653386,2663.0,6.012084993359894,33.71,-117.89,2.116461919020405
5.07444,32.0,3.974609375,1.015625,934.0,3.101171875,33.74,-118.1,2.2062272571368613
2.36256,31.0,4.10801393728223,1.0104529616724738,2302.0,6.817770034843206,35.23,-118.82,0.8943875048307194
3.4593599999999998,26.0,5.290617848970252,1.2013729977116705,1273.0,4.952173913043478,33.76,-117.85,1.7007694260317565
2.41944,28.0,3.6154639175257732,0.9989690721649485,3740.0,6.554639175257732,33.96,-118.19,1.535831786707615
2.83692,30.0,3.9642058165548097,1.1185682326621924,1389.0,5.28255033557047,32.74,-117.1,1.1512604995023006
2.18496,19.0,5.426997245179064,1.18732782369146,1166.0,5.46060606060606,41.09,-123.72,1.1024762671185042
2.4368399999999997,32.0,3.467716535433071,1.0614173228346457,2178.0,5.830866141732283,34.09,-118.3,1.6898762755829297
3.07176,16.0,5.117808219178082,1.0424657534246575,1942.0,4.522465753424657,37.07,-120.83,1.0320687047491541
5.16672,30.0,5.036931818181818,1.0113636363636365,905.0,4.370738636363636,33.81,-118.31,2.2776866532402664
3.8289599999999995,52.0,5.0,1.0141843971631206,879.0,5.298936170212766,37.71,-122.43,2.8761456726890424
6.61224,7.0,7.3541543901001765,1.1467295226870948,5102.0,5.11101944608132,33.0,-116.78,3.0426648906481426
10.31256,43.0,7.559686888454012,1.050880626223092,1398.0,4.650880626223092,34.04,-118.4,4.581658950653354
9.43524,24.0,7.1451149425287355,1.0186781609195403,1692.0,4.132758620689655,37.26,-122.04,4.619491304188833
2.18748,17.0,4.903345724907063,1.174721189591078,384.0,2.4267657992565055,37.99,-122.06,1.2608728661654693
4.2352799999999995,12.0,14.113821138211382,2.861788617886179,330.0,4.560975609756098,37.8,-119.07,1.368427982615553
6.65064,32.0,5.123595505617978,1.0299625468164795,1279.0,4.071722846441948,33.66,-117.89,2.907548759161518
4.1517599999999995,11.0,5.588410104011887,1.0029717682020802,2374.0,5.996731054977712,37.0,-120.09,1.0954504239367653
5.345400000000001,21.0,5.8375,1.153125,2021.0,5.36828125,34.02,-117.49,1.7789075524889866
6.273599999999999,16.0,6.569451309935739,1.0192782995551162,6931.0,5.824369747899159,33.97,-117.72,2.448766754076113
1.10724,11.0,37.0,8.20754716981132,113.0,3.6245283018867926,38.9,-120.3,1.4604922321740408
5.4249600000000004,33.0,5.510548523206751,1.0928270042194093,762.0,5.465822784810126,37.26,-121.92,2.2478699334291243
9.2676,36.0,6.3438985736925515,1.0253565768621236,1337.0,3.602060221870048,34.13,-118.16,4.758485242299914
5.42004,26.0,5.2593856655290105,0.9778156996587031,1590.0,4.612627986348123,34.23,-118.5,1.909602974669496
6.08388,25.0,5.293361884368308,0.9635974304068522,1301.0,4.735974304068523,33.73,-118.05,2.182280163568102
4.05,47.0,4.473684210526316,0.943609022556391,540.0,3.4511278195488724,37.72,-122.15,1.457988890147509
6.60732,17.0,6.923128792987188,1.1348617666891436,4956.0,5.681186783546864,34.46,-118.5,3.2237136136431386
2.6938799999999996,30.0,7.508038585209003,1.167202572347267,1214.0,6.636012861736335,34.13,-117.33,1.4379824417987297
6.0234,19.0,6.0234657039711195,1.01985559566787,1646.0,5.050902527075812,33.18,-117.24,2.2381789252522397
1.29612,28.0,3.2296918767507004,1.1764705882352942,1043.0,4.966666666666666,37.62,-121.0,1.0005225488868048
14.01996,21.0,8.497635933806146,1.033096926713948,2440.0,4.90307328605201,37.56,-122.37,5.318344008118618
9.50244,3.0,6.31275720164609,1.0164609053497942,1357.0,4.746707818930041,33.68,-117.82,4.187561897394702
5.44416,18.0,4.027256208358571,1.03694730466384,3604.0,3.7109630526953357,37.34,-121.98,2.4644257830789926
5.94048,5.0,5.63010752688172,1.0365591397849463,4361.0,5.314480286738351,38.13,-122.19,2.372461891427448
4.1046,36.0,5.735384615384615,1.0184615384615385,1052.0,5.50276923076923,35.4,-118.98,0.9873353535251116
4.907159999999999,16.0,4.6104651162790695,1.0959302325581395,625.0,3.0886627906976742,34.15,-118.34,2.331218224639349
7.303439999999999,9.0,6.379166666666666,1.0083333333333333,850.0,6.020833333333333,32.97,-117.11,2.927868884179796
5.4444,39.0,5.711811023622047,1.0488188976377952,1531.0,4.098740157480314,37.3,-121.9,2.3485648520857207
3.62148,42.0,3.7574626865671643,1.0335820895522387,1060.0,6.723880597014926,34.01,-118.14,1.498106048623476
4.0274399999999995,40.0,4.6567567567567565,1.0,1221.0,5.609999999999999,33.98,-118.06,1.5979866359025552
2.3647199999999997,41.0,3.891992551210428,0.9869646182495344,2043.0,6.467597765363128,34.09,-118.19,1.5746222180512472
3.6093599999999997,26.0,5.184065934065934,1.0467032967032968,1060.0,4.95054945054945,38.33,-122.7,1.9445213230010885
3.34284,21.0,6.132553606237817,1.1598440545808968,1580.0,5.235867446393762,36.35,-119.09,1.1417089449750415
3.3158399999999997,16.0,3.3058510638297873,0.9707446808510638,1925.0,8.70345744680851,33.74,-117.87,1.4503675413039168
3.1038,47.0,4.681818181818182,1.0419580419580419,794.0,4.71958041958042,38.12,-122.25,1.967969506350861
1.8512399999999998,28.0,4.487394957983193,1.2079831932773109,1799.0,6.425,33.95,-118.25,1.1180216018099534
3.6375599999999997,18.0,5.304239401496259,1.1047381546134662,1168.0,4.951620947630923,34.88,-117.02,0.589999176101337
18.00012,48.0,8.845161290322581,1.0580645161290323,528.0,5.790967741935483,34.19,-118.18,4.608323795195242
5.76816,46.0,5.4638783269961975,1.0114068441064639,607.0,3.923574144486692,37.55,-122.32,3.207499997683258
1.58124,30.0,4.268135904499541,1.1496786042240588,2524.0,3.9401285583103762,38.58,-121.54,0.7316869389512125
5.61672,36.0,6.716012084592145,1.0906344410876132,942.0,4.838066465256798,34.03,-117.19,1.6061853640685917
2.5299599999999995,20.0,4.2041467304625195,1.10207336523126,1142.0,3.0963317384370015,37.96,-122.03,1.3467620854049835
10.86228,21.0,7.432291666666667,1.0104166666666667,1443.0,4.258854166666667,33.6,-117.84,4.842418857009387
1.4118000000000002,36.0,5.327044025157233,1.3333333333333333,567.0,6.062264150943395,37.74,-122.19,1.4179147858766459
3.0599999999999996,52.0,6.008771929824562,1.131578947368421,617.0,4.600438596491228,39.15,-123.21,1.38060888907035
3.8863199999999996,13.0,3.537142857142857,1.0895238095238096,838.0,2.7135238095238092,33.7,-117.89,2.0298158382654106
2.75004,19.0,5.695652173913044,1.423913043478261,493.0,4.554891304347826,39.12,-120.69,1.0718779945746673
4.4394,38.0,5.288503253796096,0.9587852494577006,1308.0,4.823427331887201,34.1,-118.06,1.838410885184123
3.27408,26.0,6.004901960784314,0.9754901960784313,717.0,5.975,33.98,-117.6,1.3301816635483064
5.439959999999999,21.0,4.95970695970696,1.0586080586080586,639.0,3.979120879120879,37.25,-121.93,2.301899198036175
2.6454,41.0,5.122222222222222,1.1888888888888889,284.0,5.364444444444444,39.48,-121.55,0.7422385891386718
2.592,29.0,4.958456973293768,1.0919881305637982,821.0,4.141543026706231,35.04,-118.15,0.7744578561700334
3.9542399999999995,30.0,4.972924187725631,1.0776173285198556,1519.0,4.661191335740072,36.61,-121.91,2.010091589895135
2.784,23.0,4.206989247311828,1.0470430107526882,2472.0,5.648387096774194,32.74,-117.09,1.179943153244991
4.70628,35.0,4.888586956521739,0.9320652173913043,1239.0,5.723641304347826,33.77,-117.89,1.7050611089604504
4.828079999999999,38.0,4.9245283018867925,1.0,981.0,5.244339622641509,33.9,-118.26,1.5572498921856293
1.89,43.0,3.987138263665595,1.0032154340836013,1100.0,6.012861736334405,33.98,-118.28,1.0113824356868986
3.8689199999999997,28.0,4.188376753507014,1.139612558450234,2549.0,2.8946559786239145,34.15,-118.43,2.436183888555952
